0.0,0.200000,0.0,412.900000,26.395000,15.639000,3.119000,0.0,25.774000
0.0,0.200000,0.0,411.600000,26.098000,16.448000,2.769200,0.0,22.547000
0.0,0.500000,0.0,409.700000,25.838000,16.544000,1.849500,0.0,19.362000
0.0,0.700000,0.0,405.100000,25.467000,16.822000,1.569000,0.0,15.622000
0.0,0.900000,0.0,395.300000,23.940000,15.818000,1.121800,0.0,11.508000
0.0,0.500000,0.0,393.400000,23.800000,15.144000,1.666900,0.0,8.170000
0.0,0.600000,0.0,389.800000,23.383000,14.627000,1.870400,0.0,6.120000
0.0,0.100000,0.0,400.000000,23.340000,14.806000,2.252400,0.0,5.130000
0.0,0.300000,0.0,397.600000,23.192000,14.727000,2.643800,0.0,5.510000
0.0,24.400000,0.0,387.500000,22.840000,14.428000,2.901300,0.0,8.060000
0.0,157.400000,0.0,400.000000,23.315000,14.066000,2.039700,0.0,12.956000
0.0,352.700000,0.0,412.300000,24.193000,13.984000,1.758300,0.0,18.352000
0.0,531.300000,0.0,426.400000,25.888000,14.301000,0.864200,0.0,22.001000
0.0,652.700000,0.0,436.500000,27.692000,13.939000,0.825400,0.0,23.963000
0.0,716.100000,0.0,442.800000,28.528000,13.945000,2.865000,0.0,25.223000
0.0,804.600000,0.0,448.700000,29.293000,12.719000,3.120600,0.0,25.936000
0.0,799.800000,0.0,447.700000,29.535000,12.439000,3.493200,0.0,26.382000
0.0,714.700000,0.0,448.100000,30.293000,12.541000,3.619200,0.0,26.833000
0.0,567.000000,0.0,449.100000,30.597000,13.407000,2.953600,0.0,27.147750
0.0,385.200000,0.0,443.400000,30.645000,14.031000,3.483300,0.0,27.602000
0.0,139.200000,0.0,435.100000,29.585000,14.964000,3.560600,0.0,28.678000
0.0,36.300000,0.0,431.100000,28.440000,16.043000,3.211000,0.0,29.946000
0.0,1.300000,0.0,423.800000,27.458000,15.338000,3.475800,0.0,30.244000
0.0,0.200000,0.0,416.200000,26.748000,15.134000,3.856900,0.0,28.710000
0.0,0.200000,0.0,412.900000,26.395000,15.639000,3.119000,0.0,25.774000
0.0,0.200000,0.0,411.600000,26.098000,16.448000,2.769200,0.0,22.547000
0.0,0.500000,0.0,409.700000,25.838000,16.544000,1.849500,0.0,19.362000
0.0,0.700000,0.0,405.100000,25.467000,16.822000,1.569000,0.0,15.622000
0.0,0.900000,0.0,395.300000,23.940000,15.818000,1.121800,0.0,11.508000
