0.900000	395.300000	23.940000	15.818000	1.121800	11.508000
0.500000	393.400000	23.800000	15.144000	1.666900	8.170000
0.600000	389.800000	23.383000	14.627000	1.870400	6.120000
0.100000	400.000000	23.340000	14.806000	2.252400	5.130000
0.300000	397.600000	23.192000	14.727000	2.643800	5.510000
24.400000	387.500000	22.840000	14.428000	2.901300	8.060000
157.400000	400.000000	23.315000	14.066000	2.039700	12.956000
352.700000	412.300000	24.193000	13.984000	1.758300	18.352000
531.300000	426.400000	25.888000	14.301000	0.864200	22.001000
652.700000	436.500000	27.692000	13.939000	0.825400	23.963000
716.100000	442.800000	28.528000	13.945000	2.865000	25.223000
804.600000	448.700000	29.293000	12.719000	3.120600	25.936000
799.800000	447.700000	29.535000	12.439000	3.493200	26.382000
714.700000	448.100000	30.293000	12.541000	3.619200	26.833000
567.000000	449.100000	30.597000	13.407000	2.953600	27.147750
385.200000	443.400000	30.645000	14.031000	3.483300	27.602000
139.200000	435.100000	29.585000	14.964000	3.560600	28.678000
36.300000	431.100000	28.440000	16.043000	3.211000	29.946000
1.300000	423.800000	27.458000	15.338000	3.475800	30.244000
0.200000	416.200000	26.748000	15.134000	3.856900	28.710000
0.200000	412.900000	26.395000	15.639000	3.119000	25.774000
0.200000	411.600000	26.098000	16.448000	2.769200	22.547000
0.500000	409.700000	25.838000	16.544000	1.849500	19.362000
0.700000	405.100000	25.467000	16.822000	1.569000	15.622000
0.900000	395.300000	23.940000	15.818000	1.121800	11.508000
